#DrugBank-ID,Drug-name,HPO-ID,Symptom
1254,dasatinib,11009,acute
1254,dasatinib,11010,chronic
1254,dasatinib,12324,myeloid leukemia
1255,lisdexamfetamine,752,hyperactivity
1256,retapamulin,11856,pica
1257,eculizumab,3641,hemoglobinuria
1257,eculizumab,4818,paroxysmal nocturnal hemoglobinuria
1257,eculizumab,25301,nocturnal
1260,desonide,11856,pica
1261,sitagliptin,819,diabetes mellitus
1262,decitabine,1903,anemia
1262,decitabine,1909,leukemia
1262,decitabine,4828,refractory anemia with ringed sideroblasts
1262,decitabine,5505,refractory anemia
1262,decitabine,11010,chronic
1262,decitabine,12325,chronic myelomonocytic leukemia
1262,decitabine,31375,refractory
1263,posaconazole,1875,neutropenia
1263,posaconazole,12828,severe
1263,posaconazole,25297,prolonged
1263,posaconazole,31375,refractory
1264,darunavir,2721,immunodeficiency
1265,telbivudine,11010,chronic
1265,telbivudine,12115,hepatitis
1265,telbivudine,200123,chronic hepatitis
1266,sinecatechins,11856,pica
1267,paliperidone,30645,central
1267,paliperidone,100753,schizophrenia
1268,sunitinib,5584,renal cell carcinoma
1268,sunitinib,30731,carcinoma
1269,panitumumab,30731,carcinoma
1269,panitumumab,31375,refractory
1270,ranibizumab,608,macular degeneration
1270,ranibizumab,969,edema
1270,ranibizumab,12636,retinal vein occlusion
1270,ranibizumab,40049,macular edema
1273,varenicline,1250,seizure
1274,arformoterol,2097,emphysema
1274,arformoterol,2099,asthma
1274,arformoterol,4469,chronic bronchitis
1274,arformoterol,11010,chronic
1274,arformoterol,12387,bronchitis
1274,arformoterol,12828,severe
1275,hydralazine,822,hypertension
1275,hydralazine,1635,congestive heart failure
1275,hydralazine,12828,severe
1275,hydralazine,100033,tics
1275,hydralazine,100601,eclampsia
1276,exenatide,819,diabetes mellitus
1277,mecasermin,821,hypothyroidism
1277,mecasermin,4395,malnutrition
1278,pramlintide,819,diabetes mellitus
1280,nelarabine,1909,leukemia
1280,nelarabine,2665,lymphoma
1280,nelarabine,6721,acute lymphoblastic leukemia
1280,nelarabine,11009,acute
1281,abatacept,1369,arthritis
1281,abatacept,1370,rheumatoid arthritis
1281,abatacept,12826,moderate
1281,abatacept,12828,severe
1283,lumiracoxib,1369,arthritis
1283,lumiracoxib,2758,osteoarthritis
1283,lumiracoxib,11009,acute
1283,lumiracoxib,11010,chronic
1284,tetracosactide,40282,frequent
1288,fenoterol,2099,asthma
1289,glisoxepide,819,diabetes mellitus
1291,pirbuterol,2099,asthma
1291,pirbuterol,25428,bronchospasm
1294,bismuth subsalicylate,2014,diarrhea
1294,bismuth subsalicylate,2018,nausea
1294,bismuth subsalicylate,12825,mild
1295,bevantolol,822,hypertension
1295,bevantolol,1681,angina pectoris
1296,glucosamine,1369,arthritis
1296,glucosamine,2758,osteoarthritis
1297,practolol,11675,arrhythmia
1298,sulfacytine,1287,meningitis
1298,sulfacytine,11009,acute
1298,sulfacytine,100033,tics
1303,oxtriphylline,2097,emphysema
1303,oxtriphylline,2099,asthma
1303,oxtriphylline,12387,bronchitis
1303,oxtriphylline,25428,bronchospasm
1306,insulin aspart,819,diabetes mellitus
1306,insulin aspart,12830,position
1307,insulin detemir,819,diabetes mellitus
1307,insulin detemir,12830,position
1309,insulin glulisine,819,diabetes mellitus
1309,insulin glulisine,3674,onset
1309,insulin glulisine,12830,position
1319,fosamprenavir,1658,myocardial infarction
1319,fosamprenavir,2721,immunodeficiency
1320,fosphenytoin,1250,seizure
1320,fosphenytoin,2133,status epilepticus
1320,fosphenytoin,12837,generalized
1320,fosphenytoin,32660,convulsive status epilepticus
1320,fosphenytoin,32661,generalized convulsive status epilepticus
1320,fosphenytoin,40279,frequency
1324,polythiazide,969,edema
1325,quinethazone,822,hypertension
1325,quinethazone,2018,nausea
1327,cefazolin,12826,moderate
1327,cefazolin,12828,severe
1328,cefonicid,11947,respiratory tract infection
1336,metocurine,11010,chronic
1340,cilazapril,822,hypertension
1342,forasartan,822,hypertension
1344,tolevamer,11856,pica
1345,potassium,2900,hypokalemia
1347,saprisartan,822,hypertension
1347,saprisartan,11856,pica
1347,saprisartan,100033,tics
1348,spirapril,822,hypertension
1348,spirapril,1635,congestive heart failure
1349,tasosartan,822,hypertension
1349,tasosartan,40282,frequent
1351,amobarbital,739,anxiety
1352,aprobarbital,100785,insomnia
1353,butethal,100785,insomnia
1355,hexobarbital,12531,pain
1356,lithium,1997,gout
1356,lithium,2076,migraine
1356,lithium,2315,headache
1356,lithium,12199,cluster headache
1356,lithium,100754,mania
1359,penbutolol,822,hypertension
1359,penbutolol,1662,bradycardia
1359,penbutolol,1688,sinus bradycardia
1359,penbutolol,2099,asthma
1359,penbutolol,12825,mild
1359,penbutolol,12826,moderate
1359,penbutolol,30149,cardiogenic shock
1359,penbutolol,31273,shock
1359,penbutolol,100033,tics
1363,ephedra,1824,weight loss
1364,ephedrine,20,urinary incontinence
1364,ephedrine,2099,asthma
1364,ephedrine,2615,hypotension
1364,ephedrine,12384,rhinitis
1364,ephedrine,30050,narcolepsy
1364,ephedrine,30645,central
1365,mephentermine,30645,central
1366,procaterol,2099,asthma
1366,procaterol,11010,chronic
1369,quinupristin,100033,tics
1373,calcium,939,osteoporosis
1375,aluminium monostearate,100033,tics
1377,magnesium oxide,2019,constipation
1377,magnesium oxide,12825,mild
1377,magnesium oxide,40283,occasional
1378,magnesium,2019,constipation
1378,magnesium,12825,mild
1380,cortisone acetate,83,renal insufficiency
1380,cortisone acetate,846,adrenal insufficiency
1380,cortisone acetate,1369,arthritis
1380,cortisone acetate,2099,asthma
1380,cortisone acetate,12828,severe
1381,ginkgo biloba,501,glaucoma
1381,ginkgo biloba,726,dementia
1381,ginkgo biloba,1259,coma
1381,ginkgo biloba,2321,vertigo
1381,ginkgo biloba,2354,memory impairment
1381,ginkgo biloba,12531,pain
1381,ginkgo biloba,12825,mild
1381,ginkgo biloba,12826,moderate
1381,ginkgo biloba,30645,central
1381,ginkgo biloba,32322,healthy
1381,ginkgo biloba,100543,cognitive impairment
1382,glycodiazine,819,diabetes mellitus
1382,glycodiazine,30646,peripheral
1390,sodium bicarbonate,1695,cardiac arrest
1390,sodium bicarbonate,1941,acidosis
1390,sodium bicarbonate,1942,metabolic acidosis
1390,sodium bicarbonate,1944,dehydration
1390,sodium bicarbonate,2014,diarrhea
1390,sodium bicarbonate,3128,lactic acidosis
1390,sodium bicarbonate,11856,pica
1390,sodium bicarbonate,12828,severe
1390,sodium bicarbonate,31273,shock
1392,yohimbine,802,impotence
1393,bezafibrate,819,diabetes mellitus
1393,bezafibrate,2155,hypertriglyceridemia
1393,bezafibrate,2621,atherosclerosis
1393,bezafibrate,12828,severe
1394,colchicine,1056,milia
1394,colchicine,1369,arthritis
1394,colchicine,1945,fever
1394,colchicine,1997,gout
1394,colchicine,11009,acute
1394,colchicine,12531,pain
1394,colchicine,25304,periodic
1396,digitoxin,11675,arrhythmia
1397,magnesium salicylate,1369,arthritis
1397,magnesium salicylate,2315,headache
1397,magnesium salicylate,3418,back pain
1397,magnesium salicylate,12531,pain
1397,magnesium salicylate,12825,mild
1397,magnesium salicylate,12826,moderate
1399,salsalate,1369,arthritis
1399,salsalate,1370,rheumatoid arthritis
1399,salsalate,2758,osteoarthritis
1400,neostigmine,25406,asthenia
1401,choline magnesium trisalicylate,1369,arthritis
1401,choline magnesium trisalicylate,1945,fever
1401,choline magnesium trisalicylate,12531,pain
1403,methotrimeprazine,709,psychosis
1403,methotrimeprazine,30645,central
1403,methotrimeprazine,100753,schizophrenia
1405,temafloxacin,24,prostatitis
1405,temafloxacin,11947,respiratory tract infection
1406,danazol,969,edema
1406,danazol,30127,endometriosis
1406,danazol,100665,angioedema
1407,clenbuterol,2099,asthma
1408,bambuterol,2097,emphysema
1408,bambuterol,2099,asthma
1408,bambuterol,12387,bronchitis
1408,bambuterol,25428,bronchospasm
1409,tiotropium,11010,chronic
1409,tiotropium,11856,pica
1410,ciclesonide,3193,allergic rhinitis
1410,ciclesonide,12384,rhinitis
1411,pranlukast,2099,asthma
1411,pranlukast,25428,bronchospasm
1411,pranlukast,100033,tics
1412,theobromine,822,hypertension
1412,theobromine,1278,orthostatic hypotension
1412,theobromine,1681,angina pectoris
1412,theobromine,2615,hypotension
1412,theobromine,12378,fatigue
1412,theobromine,30645,central
1413,cefepime,123,nephritis
1413,cefepime,1875,neutropenia
1413,cefepime,2090,pneumonia
1413,cefepime,12330,pyelonephritis
1413,cefepime,12825,mild
1413,cefepime,12826,moderate
1413,cefepime,12828,severe
1413,cefepime,31864,bacteremia
1415,ceftibuten,388,otitis media
1415,ceftibuten,4469,chronic bronchitis
1415,ceftibuten,11009,acute
1415,ceftibuten,11010,chronic
1415,ceftibuten,12387,bronchitis
1415,ceftibuten,25439,pharyngitis
1416,cefpodoxime,246,sinusitis
1416,cefpodoxime,371,acute otitis media
1416,cefpodoxime,388,otitis media
1416,cefpodoxime,11009,acute
1416,cefpodoxime,12825,mild
1416,cefpodoxime,12826,moderate
1416,cefpodoxime,25439,pharyngitis
1418,acenocoumarol,1658,myocardial infarction
1418,acenocoumarol,1907,thromboembolism
1418,acenocoumarol,2204,pulmonary embolism
1418,acenocoumarol,2326,transient ischemic attack
1418,acenocoumarol,25153,transient
1419,antrafenine,12531,pain
1419,antrafenine,12825,mild
1419,antrafenine,12826,moderate
1420,testosterone propionate,135,hypogonadism
1421,paromomycin,1259,coma
1421,paromomycin,11009,acute
1421,paromomycin,11010,chronic
1424,aminophenazone,12234,agranulocytosis
1424,aminophenazone,31002,neuritis
1424,aminophenazone,32310,granulocytosis
1425,alizapride,2013,vomiting
1425,alizapride,2017,nausea and vomiting
1425,alizapride,2018,nausea
1426,ajmaline,1279,syncope
1426,ajmaline,1649,tachycardia
1426,ajmaline,4756,ventricular tachycardia
1426,ajmaline,5110,atrial fibrillation
1426,ajmaline,11009,acute
1426,ajmaline,11710,bundle branch block
1426,ajmaline,31676,monomorphic ventricular tachycardia
1427,amrinone,1635,congestive heart failure
1428,oxybenzone,100033,tics
1429,aprindine,11675,arrhythmia
1430,almitrine,11010,chronic
1430,almitrine,25301,nocturnal
1430,almitrine,30646,peripheral
1431,allylestrenol,8711,benign prostatic hyperplasia
1432,cholestyramine,989,pruritus
1432,cholestyramine,3124,hypercholesterolemia
1433,methadyl acetate,3674,onset
1437,glutethimide,100785,insomnia
1438,phenazopyridine,12531,pain
1438,phenazopyridine,40279,frequency
1440,gamma hydroxybutyric acid,2189,excessive daytime sleepiness
1440,gamma hydroxybutyric acid,2524,cataplexy
1440,gamma hydroxybutyric acid,2527,falls
1440,gamma hydroxybutyric acid,30050,narcolepsy
1440,gamma hydroxybutyric acid,30645,central
1440,gamma hydroxybutyric acid,30955,alcoholism
1440,gamma hydroxybutyric acid,100785,insomnia
1442,mmda,31844,euphoria
1444,dimethylthiambutene,12531,pain
1444,dimethylthiambutene,12826,moderate
1452,heroin,969,edema
1452,heroin,1658,myocardial infarction
1452,heroin,11009,acute
1452,heroin,11010,chronic
1452,heroin,12531,pain
1452,heroin,12532,chronic pain
1454,midomafetamine,739,anxiety
1456,5-androstenedione,12830,position
1459,bezitramide,11010,chronic
1459,bezitramide,12531,pain
1459,bezitramide,12532,chronic pain
1459,bezitramide,12828,severe
1460,diethyltryptamine,12826,moderate
1461,dimenoxadol,11856,pica
1463,fencamfamine,1254,lethargy
1463,fencamfamine,11010,chronic
1463,fencamfamine,12378,fatigue
1466,ethylmorphine,12531,pain
1473,betaprodine,3674,onset
1483,barbital,30645,central
1489,camazepam,739,anxiety
1490,aminorex,822,hypertension
1499,alphameprodine,2018,nausea
1499,alphameprodine,31844,euphoria
1501,difenoxin,2014,diarrhea
1501,difenoxin,2028,chronic diarrhea
1501,difenoxin,2583,colitis
1501,difenoxin,11009,acute
1501,difenoxin,11010,chronic
1501,difenoxin,30645,central
1501,difenoxin,100279,ulcerative colitis
1511,delorazepam,739,anxiety
1511,delorazepam,2329,drowsiness
1511,delorazepam,2354,memory impairment
1511,delorazepam,12828,severe
1511,delorazepam,100543,cognitive impairment
1515,benzoylecgonine,11856,pica
1515,benzoylecgonine,12531,pain
1522,betacetylmethadol,3674,onset
1529,dextromoramide,12531,pain
1529,dextromoramide,12828,severe
1544,flunitrazepam,8760,violent behavior
1544,flunitrazepam,12828,severe
1544,flunitrazepam,100033,tics
1544,flunitrazepam,100785,insomnia
1546,etryptamine,12234,agranulocytosis
1546,etryptamine,32310,granulocytosis
1550,fenproporex,622,blurred vision
1550,fenproporex,1337,tremor
1550,fenproporex,1513,obesity
1550,fenproporex,1962,palpitations
1550,fenproporex,2315,headache
1550,fenproporex,2527,falls
1550,fenproporex,12531,pain
1550,fenproporex,30645,central
1550,fenproporex,100033,tics
1550,fenproporex,100749,chest pain
1550,fenproporex,100785,insomnia
1551,dihydrocodeine,2094,dyspnea
1551,dihydrocodeine,11010,chronic
1551,dihydrocodeine,12531,pain
1551,dihydrocodeine,12532,chronic pain
1551,dihydrocodeine,12735,cough
1551,dihydrocodeine,12826,moderate
1551,dihydrocodeine,12828,severe
1552,betameprodine,2018,nausea
1552,betameprodine,31844,euphoria
1553,cloxazolam,739,anxiety
1553,cloxazolam,11856,pica
1553,cloxazolam,100753,schizophrenia
1555,alphacetylmethadol,3674,onset
1556,chlorphentermine,822,hypertension
1558,bromazepam,739,anxiety
1558,bromazepam,25269,panic attack
1558,bromazepam,100785,insomnia
1559,clotiazepam,739,anxiety
1563,chloral hydrate,739,anxiety
1563,chloral hydrate,12735,cough
1563,chloral hydrate,100785,insomnia
1565,dihydromorphine,12531,pain
1565,dihydromorphine,12826,moderate
1565,dihydromorphine,12828,severe
1567,fludiazepam,739,anxiety
1570,ohmefentanyl,12531,pain
1574,attapulgite,2014,diarrhea
1575,kaolin,2014,diarrhea
1575,kaolin,100033,tics
1576,dextroamphetamine,752,hyperactivity
1576,dextroamphetamine,7018,attention deficit hyperactivity disorder
1577,methamphetamine,752,hyperactivity
1577,methamphetamine,1513,obesity
1577,methamphetamine,31844,euphoria
1578,metrizamide,2664,neoplasm
1578,metrizamide,30645,central
1578,metrizamide,30646,peripheral
1578,metrizamide,30716,acrania
1579,phendimetrazine,1513,obesity
1579,phendimetrazine,1824,weight loss
1580,oxprenolol,739,anxiety
1580,oxprenolol,822,hypertension
1580,oxprenolol,1681,angina pectoris
1580,oxprenolol,11675,arrhythmia
1581,sulfamerazine,24,prostatitis
1581,sulfamerazine,12387,bronchitis
1582,sulfamethazine,24,prostatitis
1582,sulfamethazine,12387,bronchitis
1583,liotrix,821,hypothyroidism
1583,liotrix,836,hyperthyroidism
1583,liotrix,853,goiter
1583,liotrix,5987,multinodular goiter
1583,liotrix,5994,nodular goiter
1583,liotrix,11009,acute
1583,liotrix,11010,chronic
1583,liotrix,11011,subacute
1583,liotrix,12825,mild
1583,liotrix,30646,peripheral
1583,liotrix,100646,thyroiditis
1584,thyroglobulin,821,hypothyroidism
1584,thyroglobulin,40282,frequent
1584,thyroglobulin,100646,thyroiditis
1586,ursodeoxycholic acid,12830,position
1587,ketazolam,737,irritability
1587,ketazolam,739,anxiety
1588,prazepam,739,anxiety
1589,quazepam,100785,insomnia
1590,everolimus,3676,progressive
1590,everolimus,5584,renal cell carcinoma
1590,everolimus,6772,renal angiomyolipoma
1590,everolimus,9592,astrocytoma
1590,everolimus,12032,lipoma
1590,everolimus,30731,carcinoma
1591,solifenacin,20,urinary incontinence
1591,solifenacin,40279,frequency
1592,iron,1903,anemia
1593,zinc,135,hypogonadism
1593,zinc,1250,seizure
1593,zinc,1297,stroke
1593,zinc,1903,anemia
1593,zinc,2014,diarrhea
1593,zinc,4322,short stature
1593,zinc,11009,acute
1593,zinc,11947,respiratory tract infection
1593,zinc,25062,geophagia
1593,zinc,31796,recurrent
1593,zinc,410018,recurrent ear infections
1594,cinolazepam,739,anxiety
1595,nitrazepam,40282,frequent
1595,nitrazepam,100785,insomnia
1598,imipenem,31915,stable
1600,tiaprofenic acid,12531,pain
1602,bacampicillin,2090,pneumonia
1602,bacampicillin,11009,acute
1602,bacampicillin,500006,urethritis
1604,pivampicillin,2090,pneumonia
1604,pivampicillin,4469,chronic bronchitis
1604,pivampicillin,11009,acute
1604,pivampicillin,11010,chronic
1604,pivampicillin,11947,respiratory tract infection
1604,pivampicillin,12387,bronchitis
1604,pivampicillin,12388,acute bronchitis
1604,pivampicillin,500006,urethritis
1605,pivmecillinam,1945,fever
1608,propericiazine,30645,central
1608,propericiazine,31473,hostility
1608,propericiazine,32320,affected
1608,propericiazine,32321,unaffected
1609,deferasirox,1903,anemia
1609,deferasirox,11010,chronic
1611,hydroxychloroquine,1369,arthritis
1611,hydroxychloroquine,1370,rheumatoid arthritis
1611,hydroxychloroquine,2725,systemic lupus erythematosus
1611,hydroxychloroquine,10783,erythema
1611,hydroxychloroquine,11009,acute
1612,amyl nitrite,1681,angina pectoris
1614,acepromazine,40282,frequent
1616,alverine,3394,muscle spasm
1616,alverine,12531,pain
1618,molindone,12826,moderate
1618,molindone,100033,tics
1618,molindone,100753,schizophrenia
1619,phenindamine,622,blurred vision
1619,phenindamine,738,hallucinations
1619,phenindamine,1250,seizure
1619,phenindamine,1289,confusion
1619,phenindamine,1945,fever
1619,phenindamine,31284,flushing
1619,phenindamine,100785,insomnia
1620,pheniramine,989,pruritus
1620,pheniramine,1025,urticaria
1620,pheniramine,1945,fever
1620,pheniramine,12384,rhinitis
1621,pipotiazine,1254,lethargy
1621,pipotiazine,2615,hypotension
1621,pipotiazine,11010,chronic
1621,pipotiazine,12828,severe
1621,pipotiazine,100033,tics
1622,thioproperazine,980,pallor
1622,thioproperazine,1259,coma
1622,thioproperazine,2015,dysphagia
1622,thioproperazine,11009,acute
1622,thioproperazine,11010,chronic
1622,thioproperazine,12828,severe
1622,thioproperazine,31273,shock
1622,thioproperazine,100033,tics
1622,thioproperazine,100753,schizophrenia
1623,thiothixene,100033,tics
1623,thiothixene,100753,schizophrenia
1624,zuclopenthixol,11009,acute
1624,zuclopenthixol,31450,polycyclic
1624,zuclopenthixol,100033,tics
1624,zuclopenthixol,100753,schizophrenia
1624,zuclopenthixol,100754,mania
1625,isopropamide,737,irritability
1625,isopropamide,1081,cholelithiasis
1625,isopropamide,2014,diarrhea
1625,isopropamide,4398,peptic ulcer
1625,isopropamide,5263,gastritis
1625,isopropamide,11009,acute
1625,isopropamide,11010,chronic
1625,isopropamide,12396,biliary dyskinesia
1625,isopropamide,100660,dyskinesia
1626,pargyline,822,hypertension
1626,pargyline,12826,moderate
1626,pargyline,12828,severe
1628,etoricoxib,1369,arthritis
